,Unnamed: 0,ID,tipo_declaracion,ID_video,duracion_video_seg,transcripcion_video,estado_verificado,estado_bloqueo_autor,vistas_video,likes_video,compartido_video,descargas_video,comentarios_video,largo_de_texto
3453,3453,3454,1,6529204151,43,someone learned  on a website that 90% of the world’s data was generated after 2019,0,1,241256.0,128555.0,37527.0,2428.0,447.0,1
3454,3454,3455,1,6265562915,24,someone learned  on a website that over 60% of the world's population has access to the internet,0,3,761703.0,297028.0,11848.0,5767.0,137.0,1
3455,3455,3456,1,9580137736,31,"someone learned  on a website that 1920 was the last time the event ""tug-of-war"" was played in the summer olympics",0,1,644319.0,64562.0,6351.0,1109.0,468.0,1
3456,3456,3457,1,5795049834,6,someone learned  on a website that the first gloves used in american sport baseball were fingerless,0,1,17991.0,6952.0,2022.0,145.0,91.0,1
3457,3457,3458,1,9848838269,18,someone learned  on a website that an octopus has three hearts,0,3,562417.0,211909.0,42996.0,1843.0,854.0,1
3458,3458,3459,1,2774208117,16,someone learned  on a website that adult cats only meow to humans,0,1,151836.0,94696.0,14263.0,1252.0,269.0,1
3459,3459,3460,1,3459839469,28,someone learned  on a website that the moon was once part of the earth,0,3,892577.0,241609.0,56200.0,42.0,22.0,1
3460,3460,3461,1,3141147907,26,someone learned  on a website that sound actually travels in space,0,1,799523.0,177504.0,40456.0,2496.0,530.0,1
3461,3461,3462,1,1669087970,23,someone learned  on a website that a single day on venus takes 243 earth days,0,1,723527.0,219813.0,37805.0,4780.0,483.0,1
3462,3462,3463,1,3468470801,54,someone learned  on a website that 5 dwarf planets are recognized in the solar system,0,1,907489.0,359856.0,8126.0,4583.0,1084.0,1
3463,3463,3464,1,1691701382,11,someone learned  on a website that there’s a planet made of diamonds two times the size of earth,0,1,371297.0,218219.0,23905.0,507.0,155.0,1
3464,3464,3465,1,6983844314,39,someone learned  on a website that there are currently 6 spacecrafts on mars,0,2,505878.0,174004.0,51539.0,1503.0,55.0,1
3465,3465,3466,1,9338757930,25,someone learned  on a website that there might be a huge planet in this solar system,0,1,126218.0,55880.0,18394.0,1279.0,749.0,1
3466,3466,3467,1,2244666795,43,someone learned  on a website that it is illegal to waste food in french supermarkets,0,3,121201.0,61682.0,21975.0,1083.0,402.0,1
3467,3467,3468,1,2464174907,14,someone learned  on a website that new parents lose around 750 hours of sleep in the first year of their first child’s life,0,3,842184.0,275742.0,32017.0,2193.0,587.0,1
3468,3468,3469,1,8876354942,60,someone learned  on a website that canned pumpkins do not contain actual pumpkins,0,2,471951.0,45130.0,3416.0,479.0,158.0,1
3469,3469,3470,1,7668312097,46,someone learned  on a website that chihuahuas have the largest brain among dogs,0,1,859399.0,66050.0,18948.0,97.0,21.0,1
3470,3470,3471,1,9371066284,24,someone learned  on a website that elephants will console each other during stressful situations,0,1,334437.0,189851.0,8904.0,114.0,3.0,1
3471,3471,3472,1,2392591984,31,someone learned  on a website that a snail can sleep for three years,0,3,618592.0,246596.0,15063.0,3211.0,1678.0,1
3472,3472,3473,1,5264965196,49,someone learned  on a website that no two tongue prints are alike,0,3,398162.0,44232.0,7667.0,619.0,96.0,1
3473,3473,3474,1,7003071318,6,someone learned  on a website that sneezing while traveling at 60 mph makes you close your eyes for 50 feet,0,1,875231.0,460714.0,71553.0,780.0,71.0,1
3474,3474,3475,1,5821059269,8,someone learned  on a website that a full jumbo jet tank has enough fuel to drive a car around the world four times,0,2,272989.0,1835.0,674.0,32.0,4.0,1
3475,3475,3476,1,1882226177,7,someone learned  on a website that j is the only letter that doesn’t appear on the periodic table of elements,0,1,128606.0,61265.0,465.0,859.0,436.0,1
3476,3476,3477,1,6224711362,52,someone learned  on a website that cats sleep for two-thirds of their lives,0,1,742676.0,188319.0,12658.0,4672.0,240.0,1
3477,3477,3478,1,8454195712,21,someone learned  on a website that the population of the united states increases by one person every 12 seconds,0,1,67207.0,9678.0,2747.0,183.0,36.0,1
3478,3478,3479,1,5336340458,9,"someone learned  on a website that a single lightning bolt has enough energy to toast 100,000 slices of bread",0,2,58039.0,24684.0,5363.0,283.0,26.0,1
3479,3479,3480,1,8029191837,8,someone learned  on a website that the netherlands is home to the population of tallest humans on earth,0,1,728211.0,277359.0,41426.0,6155.0,1303.0,1
3480,3480,3481,1,4020855422,21,someone learned  on a website that new zealanders have more pets per household than any other country,0,1,590067.0,50004.0,11313.0,316.0,74.0,1
3481,3481,3482,1,8443293392,45,someone learned  on a website that a one-armed player scored the winning goal in the first soccer tournament world cup in 1930,0,1,3615.0,1674.0,30.0,7.0,0.0,1
3482,3482,3483,1,3219569206,53,someone learned  on a website that it is physically impossible for humans to keep their eyes open while sneezing,0,1,128409.0,49260.0,6803.0,387.0,149.0,1
3483,3483,3484,1,9228606533,59,someone learned  on a website that most children in the world are born on a thursday,0,1,75840.0,35661.0,2154.0,31.0,17.0,1
3484,3484,3485,1,3125994442,18,someone learned  on a website that smelling green apples help with weight loss,0,1,411217.0,259699.0,27065.0,1002.0,514.0,1
3485,3485,3486,1,9186365385,50,someone learned  on a website that cactus spines can be used to make hooks,0,3,872084.0,490495.0,113064.0,2744.0,399.0,1
3486,3486,3487,1,1983832678,49,someone learned  on a website that no two teeth from different people will ever be alike,0,1,227912.0,150033.0,749.0,1465.0,495.0,1
3487,3487,3488,1,3900536233,8,someone learned  on a website that ravens are always aware when someone is watching them,0,2,145125.0,8206.0,2866.0,70.0,12.0,1
3488,3488,3489,1,3885324263,46,someone learned  on a website that up to 20% of power outages in the u.s. are due to squirrels chewing through the lines,0,1,371674.0,17843.0,5575.0,138.0,63.0,1
3489,3489,3490,1,6440313577,17,someone learned  on a website that the insect population of the world is 1 billion times more than the world population,0,1,171331.0,730.0,164.0,15.0,6.0,1
3490,3490,3491,1,2100987079,15,someone learned  on a website that the queens in ant colonies live for around 30 years,0,1,367902.0,95715.0,815.0,2255.0,1363.0,1
3491,3491,3492,1,1435196800,39,someone learned  on a website that you can fit about 400 grapevines in one acre of land,0,2,430837.0,15875.0,223.0,6.0,3.0,1
3492,3492,3493,1,9633846364,41,someone learned  on a website that redwoods are the tallest trees,0,1,959417.0,37466.0,1601.0,197.0,28.0,1
3493,3493,3494,1,5451724341,18,someone learned  on a website a claim that microbes from the sahara desert help feed the amazon rainforest,0,1,820820.0,496974.0,193626.0,2566.0,819.0,1
3494,3494,3495,1,5760495686,12,someone learned  on a website a claim that earth days are getting longer over time due to orbital expansion,1,3,638179.0,375111.0,103379.0,7020.0,4165.0,1
3495,3495,3496,1,2525601533,18,someone learned  on a website a claim that dubai is an island created by humans,0,1,941694.0,43803.0,9659.0,918.0,159.0,1
3496,3496,3497,1,8025505865,55,someone learned  on a website a claim that seventy percent of small businesses are owned and operated by a single person.,0,1,751107.0,464857.0,19797.0,2967.0,1089.0,1
3497,3497,3498,1,6385573143,28,someone learned  on a website a claim that mobile phone use in india is nearly 100%,0,3,688676.0,321615.0,54228.0,7301.0,4328.0,1
3498,3498,3499,1,1540125600,8,someone learned  on a website a claim that 1 billion cars are currently in use around the world,0,1,100297.0,26616.0,2563.0,515.0,262.0,1
3499,3499,3500,1,1708214493,32,someone learned  on a website a claim that the average british driver will spend around 99 days of their life stuck in traffic,0,1,360072.0,59960.0,12976.0,695.0,267.0,1
3500,3500,3501,1,5092122800,5,someone learned  on a website a claim that the oldest playable musical instruments were found in china,0,1,64296.0,37805.0,12737.0,71.0,43.0,1
3501,3501,3502,1,4780772051,29,someone learned  on a website a claim that violins are constructed from 70 individual wooden pieces,0,1,922949.0,120892.0,47428.0,1310.0,247.0,1
3502,3502,3503,1,7706014418,54,someone learned  on a website a claim that over 60% of the world's population has access to the internet,0,1,762070.0,375719.0,148603.0,6164.0,809.0,1
3503,3503,3504,1,2108456943,56,someone learned  on a website a claim that the world generates 2.5 quintillion bytes of data every day,0,3,126550.0,68433.0,3077.0,416.0,146.0,1
3504,3504,3505,1,4121913167,29,someone learned  on a website a claim that 1 in 3 people have never used the internet,0,3,110909.0,2937.0,134.0,16.0,5.0,1
3505,3505,3506,1,2631920295,58,someone learned  on a website a claim that the most watched summer olympics event for the past 20 years has been gymnastics,0,1,148158.0,65867.0,22499.0,1006.0,132.0,1
3506,3506,3507,1,8045351814,15,someone learned  on a website a claim that cannonballs were the first objects thrown in international shot put events in the early 1900s,0,1,830631.0,100173.0,2521.0,1053.0,260.0,1
3507,3507,3508,1,5038734489,25,someone learned  on a website a claim that the longest commercial flight in history took around 30 hours,0,2,291751.0,152855.0,5735.0,3654.0,1646.0,1
3508,3508,3509,1,4537069930,39,someone learned  on a website a claim that the longest possible train journey in the world is from portugal to singapore,0,1,9384.0,4269.0,277.0,50.0,15.0,1
3509,3509,3510,1,5606314095,41,someone learned  on a website a claim that the first cruise ship set sail in 1900,0,1,292979.0,7731.0,998.0,149.0,30.0,1
3510,3510,3511,1,7184089186,42,someone learned  on a website a claim that dolphins are mammals,0,2,984846.0,470298.0,23847.0,10044.0,1631.0,1
3511,3511,3512,1,5345480236,14,someone learned  on a website a claim that a dog’s sense of smell is much more powerful than a human's,0,2,666007.0,120962.0,41140.0,2015.0,498.0,1
3512,3512,3513,1,8680751156,39,someone learned  on a website a claim that halley’s comet won’t be seen again until 2061,0,1,667373.0,68323.0,3936.0,371.0,77.0,1
3513,3513,3514,1,9203094579,24,someone learned  on a website a claim that 5 dwarf planets are recognized in the solar system,0,2,782978.0,378956.0,78658.0,1784.0,150.0,1
3514,3514,3515,1,7192954913,12,someone learned  on a website a claim that pluto could theoretically sustain life,0,2,444139.0,110807.0,7541.0,358.0,2.0,1
3515,3515,3516,1,3174435592,60,someone learned  on a website a claim that astronauts can grow as much as two inches in space,0,2,190135.0,82914.0,14037.0,288.0,37.0,1
3516,3516,3517,1,8647759475,56,someone learned  on a website a claim that it takes an average of 364 licks to get to the center of a lollipop,0,2,138694.0,85379.0,29424.0,1403.0,334.0,1
3517,3517,3518,1,7520180708,29,someone learned  on a website a claim that antarctica is the only continent without any reptiles or snakes,0,1,864381.0,335890.0,127394.0,1606.0,549.0,1
3518,3518,3519,1,6653659613,20,someone learned  on a website a claim that humans can’t taste food without saliva,0,1,964902.0,374834.0,116255.0,5579.0,1509.0,1
3519,3519,3520,1,4243517062,14,someone learned  on a website a claim that a pound of houseflies contains more protein than a pound of beef,0,2,465831.0,261167.0,24647.0,6043.0,2565.0,1
3520,3520,3521,1,7306479477,22,someone learned  on a website a claim that sweden has the most islands of any country,0,1,496390.0,103743.0,9401.0,309.0,62.0,1
3521,3521,3522,1,5060039079,42,someone learned  on a website a claim that the red-billed quelea is the most common bird on earth,0,1,86127.0,40884.0,8865.0,127.0,65.0,1
3522,3522,3523,1,7737363149,14,"someone learned  on a website a claim that cows have ""best friends"" and will get stressed when separated",0,1,733624.0,129661.0,11524.0,453.0,244.0,1
3523,3523,3524,1,2668987478,11,"someone learned  on a website a claim that in japan, its considered good luck when a sumo wrestler makes your baby cry",0,2,88147.0,35832.0,7430.0,227.0,19.0,1
3524,3524,3525,1,9437589642,59,someone learned  on a website a claim that the first commercial airplane flight lasted 23 minutes,0,1,689268.0,15233.0,710.0,245.0,108.0,1
3525,3525,3526,1,6158874656,38,someone learned  on a website a claim that the elasticity of rubber bands will last much longer when they are refrigerated,0,1,341727.0,204427.0,20231.0,4424.0,1833.0,1
3526,3526,3527,1,3399726172,12,someone learned  on a website a claim that x-rays can’t distinguish real diamonds from fake ones,0,2,293658.0,39828.0,6653.0,155.0,92.0,1
3527,3527,3528,1,5352439036,13,someone learned  on a website a claim that the largest recorded snowflake was 15 inches wide,0,1,728933.0,264357.0,44713.0,2188.0,1385.0,1
3528,3528,3529,1,3667549449,11,someone learned  on a website a claim that bottled water has an expiration date,0,3,85104.0,56097.0,13591.0,732.0,347.0,1
3529,3529,3530,1,6930895707,48,someone learned  on a website a claim that driving south from detroit will lead to canada,0,1,428858.0,138525.0,44958.0,843.0,509.0,1
3530,3530,3531,1,5521187733,31,someone learned  on a website a claim that triskaidekaphobia is the fear of the number 13,0,1,299208.0,43560.0,15952.0,1033.0,172.0,1
3531,3531,3532,1,1940310274,56,"someone learned  on a website a claim that in a deck of cards, the king of hearts is the only king without a mustache",0,1,962239.0,583205.0,122384.0,7784.0,4593.0,1
3532,3532,3533,1,6935209597,13,someone learned  on a website a claim that baby octopuses are the size of a flea,0,3,632946.0,334586.0,4316.0,6496.0,444.0,1
3533,3533,3534,1,7129314854,50,someone learned  on a website a claim that you can fit about 400 grapevines in one acre of land,0,2,758132.0,212309.0,40025.0,335.0,184.0,1
3534,3534,3535,1,6334784859,28,"someone learned  from the news that an average human child's developing body has over 300 bones, but by adulthood they'll have 206",0,3,880590.0,519340.0,46938.0,4674.0,1828.0,1
3535,3535,3536,1,5463702507,52,someone learned  from the news that earth days are getting longer over time due to orbital expansion,0,1,429327.0,10493.0,138.0,55.0,15.0,1
3536,3536,3537,1,6400596572,22,someone learned  from the news that there are about 582 million entrepreneurs in the world,0,1,670406.0,10181.0,7.0,117.0,56.0,1
3537,3537,3538,1,2804119758,56,someone learned  from the news that a modern formula 1 racing car can drive upside down in a tunnel at 120mph,0,1,734052.0,480740.0,137615.0,10235.0,2157.0,1
3538,3538,3539,1,5959690197,14,someone learned  from the news that 1 billion cars are currently in use around the world,0,1,843165.0,463901.0,37662.0,5835.0,3505.0,1
3539,3539,3540,1,9410912078,8,someone learned  from the news that the average british driver will spend around 99 days of their life stuck in traffic,0,2,287197.0,83671.0,19128.0,1110.0,406.0,1
3540,3540,3541,1,3060021904,20,someone learned  from the news that 90% of drivers admit to singing in the car,0,1,379789.0,140267.0,12461.0,791.0,381.0,1
3541,3541,3542,1,7922886262,16,someone learned  from the news that the origins of the banjo instrument begin in africa,0,3,314856.0,97148.0,5723.0,1591.0,803.0,1
3542,3542,3543,1,2988060838,48,"someone learned  from the news that the voyager spacecrafts have carried a recording of chuck berry's ""johnny b. goode"" out of our solar system",0,2,749503.0,54876.0,12071.0,1039.0,474.0,1
3543,3543,3544,1,5326506710,7,someone learned  from the news that about half of the world's population can access the web via a mobile device,0,1,835401.0,508260.0,169851.0,10900.0,2884.0,1
3544,3544,3545,1,4525513196,18,someone learned  from the news that an average user spends 40% of their day on the internet,0,3,846071.0,131504.0,650.0,2577.0,1372.0,1
3545,3545,3546,1,7301440373,15,someone learned  from the news that the world generates 2.5 quintillion bytes of data every day,0,1,443730.0,202250.0,60777.0,2014.0,922.0,1
3546,3546,3547,1,9398956877,35,someone learned  from the news that 1 in 3 people have never used the internet,0,2,187356.0,114807.0,17519.0,1691.0,337.0,1
3547,3547,3548,1,2920793843,58,someone learned  from the news that the longest possible train journey in the world is from portugal to singapore,0,1,834345.0,222737.0,68622.0,3670.0,55.0,1
3548,3548,3549,1,2446790772,39,someone learned  from the news that dolphins are mammals,0,1,465320.0,229771.0,40386.0,4763.0,176.0,0
3549,3549,3550,1,4142540586,15,someone learned  from the news that koalas sleep up to 22 hours per day,0,1,365730.0,189251.0,41244.0,1775.0,1002.0,1
3550,3550,3551,1,5596026323,49,someone learned  from the news that it would take 258 earth days to drive around one of saturn’s rings at a speed of 75 mph,0,1,150914.0,43649.0,5995.0,385.0,142.0,1
3551,3551,3552,1,2112166978,45,someone learned  from the news that saturn is less dense than water,0,1,309350.0,28420.0,2109.0,579.0,223.0,1
3552,3552,3553,1,1666067507,10,someone learned  from the news that pluto could theoretically sustain life,0,1,168085.0,83416.0,9768.0,904.0,331.0,1
3553,3553,3554,1,2709118012,57,someone learned  from the news that there are currently 6 spacecrafts on mars,0,1,315733.0,17728.0,4763.0,186.0,124.0,1
3554,3554,3555,1,6085339638,22,someone learned  from the news that mars has running water,0,1,535455.0,304347.0,619.0,7145.0,4703.0,0
3555,3555,3556,1,4523165824,57,someone learned  from the news that it is illegal to waste food in french supermarkets,0,1,577348.0,5922.0,2056.0,77.0,43.0,1
3556,3556,3557,1,8338093144,18,someone learned  from the news that new parents lose around 750 hours of sleep in the first year of their first child’s life,0,1,580495.0,134065.0,28525.0,604.0,102.0,1
3557,3557,3558,1,8435602506,22,someone learned  from the news that take out restaurants have been found in the remains of pompeii,0,3,717778.0,195337.0,38357.0,909.0,296.0,1
3558,3558,3559,1,9374352327,39,someone learned  from the news that captive ravens can speak better than parrots,0,1,186135.0,68800.0,3150.0,62.0,23.0,1
3559,3559,3560,1,8733859238,55,someone learned  from the news that the scottish were the first people to fry chicken,0,2,818337.0,359329.0,47372.0,6149.0,787.0,1
3560,3560,3561,1,6253434493,27,someone learned  from the news that avocados never ripen while they are still attached to the tree,0,2,755435.0,194627.0,32197.0,508.0,271.0,1
3561,3561,3562,1,4970645087,22,someone learned  from the news that people are born with only 2 natural fears: the fear of falling and the fear of loud sounds,0,1,818323.0,31662.0,1348.0,584.0,164.0,1
3562,3562,3563,1,3378784373,58,someone learned  from the news that baked beans are not actually baked,0,1,811978.0,368424.0,122265.0,7587.0,454.0,1
3563,3563,3564,1,8692971191,40,someone learned  from the news that australia has a bright pink lake,0,3,750553.0,431021.0,51577.0,8681.0,2437.0,1
3564,3564,3565,1,3854694453,30,"someone learned  from the news that your heart beats 100,000 times a day",0,3,556086.0,140765.0,13366.0,70.0,39.0,1
3565,3565,3566,1,2592830116,41,"someone learned  from the news that at birth, baby pandas are smaller than mice",0,3,625177.0,143980.0,4950.0,1330.0,636.0,1
3566,3566,3567,1,5032927148,19,someone learned  from the news that the eiffel tower leans away from the sun,0,3,362422.0,200741.0,18459.0,450.0,217.0,1
3567,3567,3568,1,1307901684,15,someone learned  from the news that the population of the united states increases by one person every 12 seconds,0,1,889693.0,287567.0,108987.0,6375.0,1171.0,1
3568,3568,3569,1,8562855007,25,someone learned  from the news that bubble wrap was originally designed to be used as wallpaper,0,1,131426.0,64839.0,13940.0,1557.0,458.0,1
3569,3569,3570,1,5271193832,35,someone learned  from the news that only one-fourth of the sahara desert is sandy,0,3,140220.0,19968.0,6583.0,75.0,49.0,1
3570,3570,3571,1,4848836152,30,someone learned  from the news that the first commercial airplane flight lasted 23 minutes,0,3,101829.0,9818.0,969.0,37.0,24.0,1
3571,3571,3572,1,3799199409,36,someone learned  from the news that a one-armed player scored the winning goal in the first soccer tournament world cup in 1930,0,3,423582.0,234524.0,58097.0,4797.0,2812.0,1
3572,3572,3573,1,7565054750,39,someone learned  from the news that a candle’s flame is blue in zero gravity,0,1,167879.0,52287.0,12352.0,360.0,226.0,1
3573,3573,3574,1,8428602945,22,someone learned  from the news that one strand of hair can hold up to 3 ounces of weight,0,1,126437.0,56891.0,2764.0,284.0,56.0,1
3574,3574,3575,1,5712855445,49,someone learned  from the news that losing weight alters brain activity,0,1,749291.0,384101.0,100651.0,4247.0,1923.0,1
3575,3575,3576,1,5024230869,44,someone learned  from the news that no two teeth from different people will ever be alike,0,1,941254.0,500775.0,108163.0,367.0,109.0,1
3576,3576,3577,1,3921287926,22,someone learned  from the news that playing dance music helps ward off mosquitoes,0,1,768312.0,338861.0,42150.0,3270.0,882.0,1
3577,3577,3578,1,4603374459,34,someone learned  from the news that technicolored squirrels roam the lands of southern india,0,1,77339.0,31381.0,849.0,94.0,39.0,1
3578,3578,3579,1,3330386727,41,someone learned  from the news that the chicken is the closest relative to the t-rex,0,1,502853.0,201604.0,73719.0,1695.0,968.0,1
3579,3579,3580,1,4562347232,42,someone learned  from the news that mice typically only live for 6 months in the wild,0,1,151610.0,85485.0,19242.0,1993.0,1061.0,1
3580,3580,3581,1,5207261194,32,someone learned  from the news that 12 plants and 5 animals make up 75% of diets around the world,0,1,872864.0,41204.0,15836.0,335.0,51.0,1
3581,3581,3582,1,9446000381,59,someone learned  from the news that the human brain uses 20% of the body's oxygen,0,1,620446.0,105513.0,10540.0,836.0,232.0,1
3582,3582,3583,1,6888554878,10,someone learned  from the news that the earth holds about 11 quintillion pounds of air,0,1,669859.0,108392.0,20093.0,1478.0,915.0,1
3583,3583,3584,1,4959146266,43,someone learned  from the news that the town of calama in chile has never experienced rain,0,1,214640.0,126932.0,26761.0,2644.0,495.0,1
3584,3584,3585,1,9664662346,37,someone learned  from the news that the longest recorded tennis match lasted for 11 hours,0,1,109769.0,27032.0,6650.0,657.0,254.0,1
3585,3585,3586,1,1512511992,55,someone learned  from the news a claim that humans will live on mars by 2035,0,1,335237.0,97619.0,24730.0,425.0,115.0,1
3586,3586,3587,1,8380427434,33,someone learned  from the news a claim that drone deliveries are already happening and will become common by 2025,0,2,950613.0,184748.0,39767.0,2202.0,603.0,1
3587,3587,3588,1,6644301789,41,someone learned  from the news a claim that austrian physicist erwin schrödinger was allergic to cats,0,2,547538.0,283141.0,23783.0,3735.0,1336.0,1
3588,3588,3589,1,8645079897,54,someone learned  from the news a claim that nucelear fission is now being used to produce electricity,0,1,848330.0,14742.0,5837.0,117.0,63.0,1
3589,3589,3590,1,9704111095,26,someone learned  from the news a claim that making emotional facial expressions can prompt humans to have those emotions,0,1,829759.0,74244.0,6142.0,302.0,79.0,1
3590,3590,3591,1,1574355953,8,someone learned  from the news a claim that damascus is the oldest continuously inhabited city in the world,0,1,96812.0,30417.0,8458.0,18.0,7.0,1
3591,3591,3592,1,1665882750,11,someone learned  from the news a claim that canada has the most lakes in the world,0,2,753060.0,482008.0,32732.0,9369.0,3343.0,1
3592,3592,3593,1,8083833078,36,someone learned  from the news a claim that mobile phone use in india is nearly 100%,0,1,20535.0,5794.0,162.0,28.0,13.0,1
3593,3593,3594,1,5781372864,36,someone learned  from the news a claim that the average car contains over 30000 unique parts,0,1,997026.0,365449.0,91391.0,225.0,132.0,1
3594,3594,3595,1,8052374776,46,someone learned  from the news a claim that the average car has more than 100 miles of code in the vehicle’s internal computer,0,2,797389.0,314963.0,2221.0,4543.0,2225.0,1
3595,3595,3596,1,4610523804,51,someone learned  from the news a claim that the automotive industry employs about 9.9 million americans,0,1,853012.0,124950.0,225.0,623.0,395.0,1
3596,3596,3597,1,4466982869,11,"someone learned  from the news a claim that the most recorded song in history is ""summertime"" written by george gershwin and dorothy heyward",0,1,929541.0,222071.0,84330.0,3515.0,2093.0,1
3597,3597,3598,1,1335779691,33,someone learned  from the news a claim that the longest recorded cricket match lasted 14 days,0,1,533270.0,72682.0,18579.0,159.0,11.0,1
3598,3598,3599,1,8823165543,31,someone learned  from the news a claim that 4 of the top 10 highest paid atheletes in the world are players in the american national basketball assocation (nba),0,1,182360.0,2560.0,409.0,32.0,5.0,1
3599,3599,3600,1,7643988725,13,someone learned  from the news a claim that the concorde was the fastest passenger jet ever,0,1,148962.0,13436.0,3648.0,300.0,130.0,1
3600,3600,3601,1,3987226081,59,"someone learned  from the news a claim that london, england has the world's oldest subway system",0,2,936219.0,111916.0,19629.0,1339.0,340.0,1
3601,3601,3602,1,3993291993,36,someone learned  from the news a claim that there are currently over 300 cruise ships operating around the world,0,2,189278.0,117104.0,2564.0,1861.0,18.0,1
3602,3602,3603,1,3762566087,31,someone learned  from the news a claim that some ants can lift up to 20 times their own body weight,0,2,209115.0,20921.0,3385.0,455.0,72.0,1
3603,3603,3604,1,6325388368,23,someone learned  from the news a claim that pluto could theoretically sustain life,0,1,836977.0,50947.0,12360.0,389.0,168.0,1
3604,3604,3605,1,3865399020,52,someone learned  from the news a claim that there’s a planet made of diamonds two times the size of earth,0,1,330399.0,128754.0,14809.0,2628.0,1713.0,1
3605,3605,3606,1,8799799048,38,someone learned  from the news a claim that there might be a huge planet in this solar system,0,3,724154.0,400570.0,53572.0,28.0,0.0,1
3606,3606,3607,1,5572653173,45,someone learned  from the news a claim that there is a world championship for throwing mobile phones,0,1,600277.0,141190.0,53087.0,700.0,170.0,1
3607,3607,3608,1,2115659523,16,"someone learned  from the news a claim that through the seasons, a reindeer’s eyes will change color",0,3,990606.0,105573.0,5185.0,1022.0,225.0,1
3608,3608,3609,1,2020512086,28,someone learned  from the news a claim that captive ravens can speak better than parrots,0,2,182114.0,67082.0,8598.0,1104.0,87.0,1
3609,3609,3610,1,6708938894,37,someone learned  from the news a claim that china owns all of the pandas in the world,0,2,202168.0,62385.0,17861.0,1138.0,129.0,1
3610,3610,3611,1,5017346263,25,someone learned  from the news a claim that typing keyboards were previously arranged alphabetically,0,3,677741.0,14980.0,2325.0,180.0,35.0,1
3611,3611,3612,1,5329198155,40,someone learned  from the news a claim that people are born with only 2 natural fears: the fear of falling and the fear of loud sounds,0,3,609220.0,70478.0,23182.0,250.0,22.0,1
3612,3612,3613,1,4414918373,8,someone learned  from the news a claim that australia has a bright pink lake,0,1,242271.0,154520.0,23802.0,2163.0,1160.0,1
3613,3613,3614,1,3229335189,19,someone learned  from the news a claim that a pound of houseflies contains more protein than a pound of beef,0,1,87719.0,25501.0,9271.0,431.0,283.0,1
3614,3614,3615,1,4703059381,30,someone learned  from the news a claim that ancient egyptians slept on pillows made of stone,0,3,618898.0,281770.0,101256.0,2368.0,680.0,1
3615,3615,3616,1,3975436419,55,"someone learned  from the news a claim that one type of parrot, kea parrots, laugh together when they're in a good mood",0,1,251387.0,110441.0,58.0,2.0,0.0,1
3616,3616,3617,1,9099692426,51,someone learned  from the news a claim that black cats are good luck in britain and japan,0,1,193520.0,21742.0,6842.0,514.0,174.0,1
3617,3617,3618,1,2393205386,28,someone learned  from the news a claim that humans have jumped further than horses in the olympics,0,1,604874.0,267880.0,883.0,3165.0,1899.0,1
3618,3618,3619,1,4442006541,49,someone learned  from the news a claim that jobs in the field of agriculture are the most prevalent types of jobs in the world,0,1,205251.0,41924.0,4388.0,1025.0,495.0,1
3619,3619,3620,1,6418224133,44,someone learned  from the news a claim that it is physically impossible for humans to keep their eyes open while sneezing,0,1,179111.0,8807.0,344.0,65.0,19.0,1
3620,3620,3621,1,9645960551,22,someone learned  from the news a claim that the largest pair of eyes in the world belongs to the giant squid,0,2,688898.0,163084.0,51462.0,2354.0,640.0,1
3621,3621,3622,1,8355653957,38,someone learned  from the news a claim that there are fewer stars in the sky than there are trees on earth,0,1,930548.0,187453.0,18736.0,244.0,70.0,1
3622,3622,3623,1,7201593590,28,someone learned  from the news a claim that smelling green apples help with weight loss,0,1,84651.0,10067.0,623.0,66.0,37.0,1
3623,3623,3624,1,4230309642,16,someone learned  from the news a claim that the largest recorded snowflake was 15 inches wide,0,1,37464.0,24102.0,5715.0,190.0,62.0,1
3624,3624,3625,1,2962130603,29,someone learned  from the news a claim that bottled water has an expiration date,0,1,651896.0,102962.0,34751.0,2468.0,377.0,1
3625,3625,3626,1,4802761597,33,someone learned  from the news a claim that the folds in a chef’s hat represents the number of ways that someone can cook an egg,0,3,103998.0,10873.0,2774.0,87.0,40.0,1
3626,3626,3627,1,8336789507,24,"someone learned  from the news a claim that the odds of getting a set of cards referred to as a royal flush is 1 in 649,740",0,3,942317.0,417775.0,96346.0,5757.0,1855.0,1
3627,3627,3628,1,9000979478,30,someone learned  from the news a claim that snakes can predict earthquakes,0,2,839473.0,141419.0,17680.0,3515.0,328.0,1
3628,3628,3629,1,9069673785,40,someone learned  from the news a claim that apple seeds contain cyanide,0,2,241043.0,126539.0,22466.0,1393.0,873.0,1
3629,3629,3630,1,2912146823,44,someone learned  from the news a claim that frigate birds can sleep while flying,0,3,979075.0,25387.0,2694.0,119.0,15.0,1
3630,3630,3631,1,5556780069,25,someone learned  from the news a claim that ravens are always aware when someone is watching them,0,3,741508.0,373366.0,146306.0,8474.0,1803.0,1
3631,3631,3632,1,9833674236,41,someone learned  from the news a claim that lightning strikes somewhere on earth about 100 times every second,0,3,440055.0,242876.0,43082.0,2398.0,146.0,1
3632,3632,3633,1,2870926454,10,someone learned  from the media that earth days are getting longer over time due to orbital expansion,0,1,748875.0,363569.0,127186.0,4252.0,2113.0,1
3633,3633,3634,1,5822614826,57,someone learned  from the media that new islands are being formed by volcanoes in the sea everyday,0,1,171516.0,8810.0,1290.0,62.0,38.0,1
